Performance_Record_ID,Project_ID,Reporting_Date,Planned_Value,Earned_Value,Actual_Cost,Percent_Complete,Committed_Cost,Contingency_Used,Forecast_End_Date,Open_RFI_Count,Pending_CO_Value,Approved_CO_Value
PERF-001180,PRJ-050,2024-07-31,12553900,11927000,12623600,17.8,26043300,788900,2026-03-22,1,0,605100
PERF-001181,PRJ-050,2024-08-31,15716400,14948000,15496700,22.3,31819600,788900,2026-03-24,0,119800,605100
PERF-001182,PRJ-050,2024-09-30,18980400,18072900,19405800,26.9,33247400,1110600,2026-03-25,2,119800,605100
PERF-001183,PRJ-050,2024-10-31,22521200,21471200,23086700,32.0,42399600,1224200,2026-03-27,0,119800,605100
PERF-001184,PRJ-050,2024-11-30,26070200,24886700,26486600,37.1,42399600,1224200,2026-03-28,1,119800,605100
PERF-001185,PRJ-050,2024-12-31,29821500,28508400,30245900,42.5,42399600,1562300,2026-03-30,0,119800,605100
PERF-001186,PRJ-050,2025-01-31,33615600,32184600,34164000,48.0,48950200,1562300,2026-03-31,1,119800,605100
PERF-001187,PRJ-050,2025-02-28,37043000,35518900,38437700,52.9,52603700,1757900,2026-04-02,0,119800,605100
PERF-001188,PRJ-050,2025-03-31,40798500,39189000,42335700,58.4,52603700,1757900,2026-04-04,1,119800,713900
PERF-001189,PRJ-050,2025-04-30,44354000,42683100,45558900,63.6,61104300,2119200,2026-04-05,0,119800,713900
PERF-001190,PRJ-050,2025-05-31,47904400,46195400,51281300,68.8,61104300,2321500,2026-04-07,0,119800,713900
PERF-001191,PRJ-050,2025-06-30,51180300,49462400,53472700,73.7,68760300,2321500,2026-04-08,1,119800,1008800
PERF-001192,PRJ-050,2025-07-31,54357800,52663100,57301100,78.5,68817900,2321500,2026-04-10,0,119800,1008800
PERF-001193,PRJ-050,2025-08-31,57281500,55646300,58702200,82.9,72917700,2321500,2026-04-10,0,119800,1008800
PERF-001194,PRJ-050,2025-09-30,59828500,58288900,63370100,86.9,72917700,2489600,2026-04-10,0,119800,1008800
PERF-001195,PRJ-050,2025-10-31,62126100,60728200,66086400,90.5,75220500,2530800,2026-04-10,0,119800,1008800
PERF-001196,PRJ-050,2025-11-30,63986000,62769900,67276500,93.5,75220500,2757700,2026-04-10,0,119800,1008800
PERF-001197,PRJ-050,2025-12-31,65489800,64511400,70784800,96.1,75843500,2833500,2026-04-10,1,119800,1008800
PERF-001198,PRJ-051,2022-01-31,16829200,18208500,17637000,16.8,31863400,945500,2023-07-04,0,0,0
PERF-001199,PRJ-051,2022-02-28,21955100,23711800,24147500,21.8,47083200,1475500,2023-07-02,0,0,0
PERF-001200,PRJ-051,2022-03-31,28141100,30328000,30561900,27.9,59435400,2382600,2023-06-30,1,0,0
PERF-001201,PRJ-051,2022-04-30,34535300,37136000,37258100,34.2,59435400,2527200,2023-06-27,1,0,0
PERF-001202,PRJ-051,2022-05-31,41453300,44463700,44528100,41.0,59435400,2779600,2023-06-25,1,0,0
PERF-001203,PRJ-051,2022-06-30,48343000,51717600,52835500,47.6,82903700,3055000,2023-06-22,1,0,0
PERF-001204,PRJ-051,2022-07-31,55553100,59255000,59247400,54.6,88133500,3055000,2023-06-20,2,0,203600
PERF-001205,PRJ-051,2022-08-31,62743100,67485400,69168300,62.2,90676000,3055000,2023-06-17,2,0,203600
PERF-001206,PRJ-051,2022-09-30,69574900,75271800,76912300,69.3,99184300,3681500,2023-06-14,1,0,203600
PERF-001207,PRJ-051,2022-10-31,76393500,82943700,82384300,76.4,111046600,4190200,2023-06-11,1,0,203600
PERF-001208,PRJ-051,2022-11-30,82653000,89872100,89689100,82.8,111573000,4190200,2023-06-10,1,0,203600
PERF-001209,PRJ-051,2022-12-31,88660200,96378600,94719700,88.8,111573000,4605800,2023-06-10,1,0,203600
PERF-001210,PRJ-051,2023-01-31,94086500,102079200,101338500,94.0,111573000,4797100,2023-06-10,1,0,203600
PERF-001211,PRJ-051,2023-02-28,98393800,106415700,103838100,98.0,111573000,5030000,2023-06-10,1,0,203600
PERF-001212,PRJ-051,2023-03-31,102400600,108544300,107577800,100.0,111573000,5030000,2023-06-10,2,0,203600
PERF-001213,PRJ-051,2023-04-30,105412200,108544300,107577800,100.0,111573000,5030000,2023-06-10,1,0,203600
PERF-001214,PRJ-051,2023-05-31,107518600,108544300,107577800,100.0,111573000,5030000,2023-06-10,1,0,203600
PERF-001215,PRJ-051,2023-06-30,108478300,108544300,107577800,100.0,111573000,5035700,2023-06-10,1,0,203600
PERF-001216,PRJ-052,2023-04-30,44400,47900,49100,0.4,1719500,19800,2025-05-31,0,0,0
PERF-001217,PRJ-052,2023-05-31,191900,206900,217100,1.7,3024100,30600,2025-05-31,1,0,0
PERF-001218,PRJ-052,2023-06-30,425100,457700,469400,3.8,3024100,40800,2025-05-31,1,0,0
PERF-001219,PRJ-052,2023-07-31,751000,807700,834700,6.7,3042200,50800,2025-05-31,2,0,0
PERF-001220,PRJ-052,2023-08-31,1154600,1240100,1283000,10.2,3277800,63900,2025-05-29,1,0,0
PERF-001221,PRJ-052,2023-09-30,1610900,1727900,1778100,14.2,3489100,115800,2025-05-28,1,0,0
PERF-001222,PRJ-052,2023-10-31,2141900,2294100,2373900,18.9,5864000,115800,2025-05-26,1,0,0
PERF-001223,PRJ-052,2023-11-30,2705300,2893000,2957200,23.9,6089600,116500,2025-05-24,1,0,44400
PERF-001224,PRJ-052,2023-12-31,3329900,3555000,3650800,29.3,6676100,121300,2025-05-22,1,0,44400
PERF-001225,PRJ-052,2024-01-31,3989200,4251100,4465900,35.0,6676100,149800,2025-05-20,1,0,44400
PERF-001226,PRJ-052,2024-02-29,4629600,4924600,5010800,40.6,7715200,184400,2025-05-18,1,0,44400
PERF-001227,PRJ-052,2024-03-31,5331100,5659000,5984300,46.7,9284500,219900,2025-05-16,1,0,44400
PERF-001228,PRJ-052,2024-04-30,6018700,6374900,6584100,52.6,9284500,219900,2025-05-13,1,0,44400
PERF-001229,PRJ-052,2024-05-31,6729600,7159300,7605700,59.0,9809400,219900,2025-05-11,1,0,68200
PERF-001230,PRJ-052,2024-06-30,7409900,7935700,8244800,65.4,10807300,264400,2025-05-08,1,94300,68200
PERF-001231,PRJ-052,2024-07-31,8096500,8712300,8968200,71.8,12096700,270500,2025-05-06,1,94300,68200
PERF-001232,PRJ-052,2024-08-31,8757700,9452000,9824100,77.9,12293100,270500,2025-05-04,1,94300,68200
PERF-001233,PRJ-052,2024-09-30,9365200,10122400,10645000,83.5,12357600,300700,2025-05-03,1,94300,68200
PERF-001234,PRJ-052,2024-10-31,9951100,10757700,11059000,88.7,12728600,328500,2025-05-03,1,94300,68200
PERF-001235,PRJ-052,2024-11-30,10469400,11306800,11299400,93.2,12728600,338000,2025-05-03,2,94300,68200
PERF-001236,PRJ-052,2024-12-31,10946100,11795600,12157600,97.2,12876500,357200,2025-05-03,1,94300,68200
PERF-001237,PRJ-052,2025-01-31,11354400,12129200,12157600,100.0,12876500,385700,2025-05-03,1,94300,68200
PERF-001238,PRJ-052,2025-02-28,11657200,12129200,12157600,100.0,12876500,385700,2025-05-03,2,94300,68200
PERF-001239,PRJ-052,2025-03-31,11911200,12129200,12578600,100.0,12955900,385700,2025-05-03,1,94300,68200
PERF-001240,PRJ-052,2025-04-30,12067800,12129200,12578600,100.0,12955900,385700,2025-05-03,1,94300,68200
PERF-001241,PRJ-052,2025-05-31,12129000,12129200,12578600,100.0,12955900,385700,2025-05-03,1,94300,68200
PERF-001242,PRJ-053,2024-03-31,732500,664500,710300,0.5,22505100,505500,2026-01-03,0,0,0
PERF-001243,PRJ-053,2024-04-30,2839800,2580400,2758800,2.0,36292600,505500,2026-01-03,0,555200,0
PERF-001244,PRJ-053,2024-05-31,6318400,5751100,6152100,4.6,36292600,955900,2026-01-03,0,555200,0
PERF-001245,PRJ-053,2024-06-30,10805000,9852400,10723100,7.8,36292600,1139900,2026-01-04,1,555200,998500
PERF-001246,PRJ-053,2024-07-31,16453700,15032800,16434100,11.9,38272700,1376900,2026-01-06,0,555200,998500
PERF-001247,PRJ-053,2024-08-31,22984300,21044000,23247100,16.7,43645400,1731800,2026-01-08,1,555200,1345300
PERF-001248,PRJ-053,2024-09-30,30003500,27531200,29663400,21.9,65008100,2306200,2026-01-10,1,555200,1474000
PERF-001249,PRJ-053,2024-10-31,37834200,34801900,38475600,27.6,70045600,2333300,2026-01-13,0,555200,1474000
PERF-001250,PRJ-053,2024-11-30,45832600,42267400,47734400,33.6,83349100,3620200,2026-01-15,1,555200,2219300
PERF-001251,PRJ-053,2024-12-31,54386700,50300400,55971700,40.0,83349100,3713400,2026-01-18,2,555200,2219300
PERF-001252,PRJ-053,2025-01-31,63087400,58530300,64935800,46.5,94237300,4343300,2026-01-21,0,555200,3510800
PERF-001253,PRJ-053,2025-02-28,70948200,66026000,73540200,52.4,94237300,4736400,2026-01-23,0,555200,3510800
PERF-001254,PRJ-053,2025-03-31,79516300,74275500,82607000,59.0,100442000,5040200,2026-01-26,0,555200,3510800
PERF-001255,PRJ-053,2025-04-30,87537300,82092600,93406800,65.2,113654900,5785300,2026-01-29,1,555200,3510800
PERF-001256,PRJ-053,2025-05-31,95400900,89873300,101037100,71.4,124728200,5785300,2026-01-31,0,555200,3510800
PERF-001257,PRJ-053,2025-06-30,102461000,96996100,110723500,77.0,137814500,6292100,2026-02-03,0,555200,3510800
PERF-001258,PRJ-053,2025-07-31,109043300,103810800,122589100,82.5,153126200,7116700,2026-02-04,0,555200,4519000
PERF-001259,PRJ-053,2025-08-31,114753500,109943800,125444400,87.3,153126200,7116700,2026-02-04,2,555200,4519000
PERF-001260,PRJ-053,2025-09-30,119308600,115109200,131595500,91.4,153126200,7837700,2026-02-04,1,555200,4519000
PERF-001261,PRJ-053,2025-10-31,122867500,119526100,140289500,94.9,153126200,7973600,2026-02-04,2,555200,4519000
PERF-001262,PRJ-053,2025-11-30,125061700,122789900,143188900,97.5,153126200,8109500,2026-02-04,1,555200,4519000
PERF-001263,PRJ-053,2025-12-31,125892600,124993400,145003800,99.3,153126200,8276000,2026-02-04,5,555200,4519000
PERF-001264,PRJ-054,2022-06-30,137600,127900,130000,0.2,11032900,335000,2024-03-16,0,0,0
PERF-001265,PRJ-054,2022-07-31,1251900,1165100,1222300,1.4,13234000,339100,2024-03-16,0,0,0
PERF-001266,PRJ-054,2022-08-31,3388700,3157800,3237200,3.7,19615900,375900,2024-03-16,0,978100,0
PERF-001267,PRJ-054,2022-09-30,6321000,5898400,6111500,7.0,27009500,375900,2024-03-17,0,978100,0
PERF-001268,PRJ-054,2022-10-31,10131400,9468500,9714900,11.2,28292600,375900,2024-03-18,0,978100,0
PERF-001269,PRJ-054,2022-11-30,14466200,13541200,13962300,16.0,32444800,578100,2024-03-20,2,978100,0
PERF-001270,PRJ-054,2022-12-31,19501500,18287000,18854400,21.6,42081800,739600,2024-03-21,1,978100,0
PERF-001271,PRJ-054,2023-01-31,24987300,23476300,23825100,27.8,47025200,830600,2024-03-23,0,978100,0
PERF-001272,PRJ-054,2023-02-28,30233000,28458200,29614700,33.6,51132700,830600,2024-03-25,1,978100,0
PERF-001273,PRJ-054,2023-03-31,36256000,34204900,35719700,40.4,56256900,856700,2024-03-27,3,978100,0
PERF-001274,PRJ-054,2023-04-30,42194500,39902700,41715500,47.2,56256900,1080500,2024-03-29,1,978100,0
PERF-001275,PRJ-054,2023-05-31,48331500,45830500,47407300,54.2,69400100,1080500,2024-03-31,1,978100,0
PERF-001276,PRJ-054,2023-06-30,54163200,51509200,53157900,60.9,69400100,1126300,2024-04-02,1,978100,0
PERF-001277,PRJ-054,2023-07-31,59965500,57216300,59196200,67.6,73089600,1253700,2024-04-04,1,978100,0
PERF-001278,PRJ-054,2023-08-31,65425700,62657400,66483800,74.1,84745100,1275800,2024-04-06,1,978100,0
PERF-001279,PRJ-054,2023-09-30,70274900,67571900,71916900,79.9,91474800,1313700,2024-04-08,1,978100,0
PERF-001280,PRJ-054,2023-10-31,74723600,72186400,73364900,85.3,91474800,1508600,2024-04-08,1,978100,0
PERF-001281,PRJ-054,2023-11-30,78376800,76106500,81942900,90.0,93806500,1660000,2024-04-08,1,978100,515200
PERF-001282,PRJ-054,2023-12-31,81365200,79492600,84183800,94.0,93806500,1827000,2024-04-08,1,978100,835200
PERF-001283,PRJ-054,2024-01-31,83439600,82100600,85234500,97.1,93806500,1833700,2024-04-08,1,978100,835200
PERF-001284,PRJ-054,2024-02-29,84449900,83743900,88657800,99.0,93806500,1854100,2024-04-08,1,1628200,835200
PERF-001285,PRJ-054,2024-03-31,84587500,84550900,88657800,100.0,93806500,1881600,2024-04-08,1,1628200,835200
PERF-001286,PRJ-054,2024-04-30,84587500,84587500,89081600,100.0,93806500,1881600,2024-04-08,1,1628200,995100
PERF-001287,PRJ-055,2022-01-31,4058800,3630800,3684900,11.8,11488800,256300,2022-10-19,1,0,0
PERF-001288,PRJ-055,2022-02-28,7099600,6381900,6494800,20.7,14999800,505800,2022-10-21,0,0,0
PERF-001289,PRJ-055,2022-03-31,11028800,9975600,10475100,32.4,15294000,505800,2022-10-25,0,0,0
PERF-001290,PRJ-055,2022-04-30,15124600,13777100,14522800,44.7,21184500,586800,2022-10-28,0,0,0
PERF-001291,PRJ-055,2022-05-31,19372700,17800400,18835700,57.8,24282200,819600,2022-10-31,0,0,0
PERF-001292,PRJ-055,2022-06-30,23223500,21556600,23103400,70.0,29655400,888100,2022-11-03,0,0,0
PERF-001293,PRJ-055,2022-07-31,26646100,25056500,27334500,81.3,34611100,1079100,2022-11-06,1,0,0
PERF-001294,PRJ-055,2022-08-31,29210700,27925200,30250300,90.7,34611100,1199700,2022-11-06,0,0,0
PERF-001295,PRJ-055,2022-09-30,30597300,29868500,32962700,97.0,35013400,1360300,2022-11-06,0,0,0
PERF-001296,PRJ-055,2022-10-31,30802600,30776500,33743900,99.9,35013400,1360300,2022-11-06,1,0,0
PERF-001297,PRJ-055,2022-11-30,30802600,30802600,33743900,100.0,35013400,1360300,2022-11-06,1,0,42100
PERF-001298,PRJ-056,2022-07-31,48000,41400,44100,0.1,5298800,125200,2024-02-20,1,0,0
PERF-001299,PRJ-056,2022-08-31,529900,458100,497800,1.4,5752200,125200,2024-02-20,1,0,0
PERF-001300,PRJ-056,2022-09-30,1444500,1252300,1362100,3.9,9853900,296300,2024-02-20,1,0,0
PERF-001301,PRJ-056,2022-10-31,2795000,2430800,2697400,7.5,11255600,299900,2024-02-22,1,0,48200
PERF-001302,PRJ-056,2022-11-30,4439100,3873500,4224600,12.0,11255600,418500,2024-02-25,1,0,48200
PERF-001303,PRJ-056,2022-12-31,6428800,5630400,6228200,17.4,12279000,423100,2024-02-28,1,0,48200
PERF-001304,PRJ-056,2023-01-31,8655500,7611000,8172400,23.5,16379200,436900,2024-03-02,1,0,48200
PERF-001305,PRJ-056,2023-02-28,10821000,9552900,10432800,29.5,20019000,572000,2024-03-06,1,0,196100
PERF-001306,PRJ-056,2023-03-31,13334900,11828600,13120500,36.6,20133400,811400,2024-03-10,2,0,196100
PERF-001307,PRJ-056,2023-04-30,15830200,14113400,15786400,43.7,22278100,901500,2024-03-14,1,0,196100
PERF-001308,PRJ-056,2023-05-31,18415600,16513800,18856700,51.1,24568400,901500,2024-03-18,2,0,196100
PERF-001309,PRJ-056,2023-06-30,20869100,18830600,21227300,58.2,27878300,1072800,2024-03-22,3,0,196100
PERF-001310,PRJ-056,2023-07-31,23296500,21172400,24396800,65.5,30672500,1186900,2024-03-26,2,0,196100
PERF-001311,PRJ-056,2023-08-31,25555800,23414100,27459100,72.4,32615700,1449200,2024-03-30,3,0,196100
PERF-001312,PRJ-056,2023-09-30,27526300,25443700,29179600,78.7,37061400,1451900,2024-04-02,3,0,196100
PERF-001313,PRJ-056,2023-10-31,29281800,27350400,31265800,84.6,37070800,1573800,2024-04-03,4,0,196100
PERF-001314,PRJ-056,2023-11-30,30653800,28967100,34152000,89.6,39259500,1697500,2024-04-03,3,0,196100
PERF-001315,PRJ-056,2023-12-31,31676100,30355400,35710300,93.9,39259500,1748900,2024-04-03,4,275300,196100
PERF-001316,PRJ-056,2024-01-31,32237800,31410100,36774700,97.2,39259500,1792800,2024-04-03,5,275300,196100
PERF-001317,PRJ-056,2024-02-29,32329300,32052700,37751000,99.1,39259500,1799700,2024-04-03,4,275300,196100
PERF-001318,PRJ-056,2024-03-31,32329300,32327100,37751000,100.0,39259500,1902000,2024-04-03,4,275300,549000
PERF-001319,PRJ-056,2024-04-30,32329300,32329300,38880700,100.0,40047200,1903000,2024-04-03,4,275300,549000
PERF-001320,PRJ-057,2024-01-31,67500,56200,57500,0.1,11786500,226600,2025-12-19,0,0,0
PERF-001321,PRJ-057,2024-02-29,564800,471000,476000,0.9,11786500,226600,2025-12-19,0,0,0
PERF-001322,PRJ-057,2024-03-31,1590400,1330200,1354300,2.7,11786500,226600,2025-12-19,0,0,0
PERF-001323,PRJ-057,2024-04-30,3021300,2534600,2580400,5.1,15619100,228500,2025-12-20,0,0,0
PERF-001324,PRJ-057,2024-05-31,4902300,4126300,4379500,8.3,15619100,385100,2025-12-23,1,0,641900
PERF-001325,PRJ-057,2024-06-30,7063900,5966000,6088300,12.0,17455000,548700,2025-12-26,0,0,641900
PERF-001326,PRJ-057,2024-07-31,9599700,8138100,8308600,16.4,17455000,548700,2025-12-30,0,0,641900
PERF-001327,PRJ-057,2024-08-31,12391300,10547000,10867300,21.2,24753300,727700,2026-01-03,1,0,641900
PERF-001328,PRJ-057,2024-09-30,15287700,13066700,13188800,26.3,24753300,727700,2026-01-07,0,0,641900
PERF-001329,PRJ-057,2024-10-31,18431400,15826800,16393500,31.8,27917000,738100,2026-01-12,0,0,641900
PERF-001330,PRJ-057,2024-11-30,21571300,18612900,19023200,37.4,30037100,783500,2026-01-17,0,0,684700
PERF-001331,PRJ-057,2024-12-31,24866300,21572400,22849900,43.4,30840700,1008200,2026-01-22,0,0,684700
PERF-001332,PRJ-057,2025-01-31,28161300,24574900,25048000,49.4,32880400,1008200,2026-01-27,0,0,684700
PERF-001333,PRJ-057,2025-02-28,31094400,27291200,28048700,54.9,34694100,1247100,2026-02-01,3,0,787000
PERF-001334,PRJ-057,2025-03-31,34246200,30267200,31762700,60.9,44647200,1247100,2026-02-06,2,156100,787000
PERF-001335,PRJ-057,2025-04-30,37153600,33080200,34452200,66.5,44647200,1286100,2026-02-11,2,156100,787000
PERF-001336,PRJ-057,2025-05-31,39959900,35879300,37850100,72.1,47766400,1286100,2026-02-15,3,156100,787000
PERF-001337,PRJ-057,2025-06-30,42435900,38447500,40403600,77.3,51942500,1470100,2026-02-20,2,156100,787000
PERF-001338,PRJ-057,2025-07-31,44696100,40917800,42881700,82.3,51942500,1470100,2026-02-22,2,156100,787000
PERF-001339,PRJ-057,2025-08-31,46601800,43162700,45590900,86.8,54106300,1470100,2026-02-22,2,156100,787000
PERF-001340,PRJ-057,2025-09-30,48059700,45083700,47170400,90.7,54106300,1718900,2026-02-22,3,156100,1173700
PERF-001341,PRJ-057,2025-10-31,49116500,46770500,48528800,94.0,54106300,1718900,2026-02-22,3,156100,1173700
PERF-001342,PRJ-057,2025-11-30,49655800,48077900,51026100,96.7,54365800,1934900,2026-02-22,4,156100,1173700
PERF-001343,PRJ-057,2025-12-31,49732600,49054700,51228200,98.6,54365800,1934900,2026-02-22,4,325000,1217100
PERF-001344,PRJ-058,2023-04-30,70300,61800,65500,0.1,9049500,343300,2025-07-14,0,515800,0
PERF-001345,PRJ-058,2023-05-31,474300,417800,442000,0.9,13245900,343300,2025-07-14,1,515800,0
PERF-001346,PRJ-058,2023-06-30,1183400,1044200,1089500,2.3,13245900,343300,2025-07-14,1,515800,17400
PERF-001347,PRJ-058,2023-07-31,2217000,1959800,2033300,4.4,14137700,343300,2025-07-14,3,515800,17400
PERF-001348,PRJ-058,2023-08-31,3528000,3124700,3348800,7.0,14137700,362400,2025-07-16,1,515800,17400
PERF-001349,PRJ-058,2023-09-30,5033900,4467300,4687600,10.0,15217300,362400,2025-07-18,1,515800,17400
PERF-001350,PRJ-058,2023-10-31,6807100,6054000,6369500,13.6,16584900,445500,2025-07-20,1,515800,17400
PERF-001351,PRJ-058,2023-11-30,8706500,7760500,8339400,17.4,16584900,588200,2025-07-23,1,515800,17400
PERF-001352,PRJ-058,2023-12-31,10830900,9677600,10203800,21.7,16584900,588200,2025-07-26,1,515800,17400
PERF-001353,PRJ-058,2024-01-31,13091200,11727500,12370000,26.3,18978600,961100,2025-07-29,1,515800,17400
PERF-001354,PRJ-058,2024-02-29,15303300,13744600,14507000,30.9,24992400,961100,2025-08-01,1,515800,17400
PERF-001355,PRJ-058,2024-03-31,17745300,15984700,17029400,35.9,26513000,961100,2025-08-05,1,515800,17400
PERF-001356,PRJ-058,2024-04-30,20158100,18213200,19598900,40.9,26880700,1159100,2025-08-08,2,515800,17400
PERF-001357,PRJ-058,2024-05-31,22674700,20555900,22191800,46.2,34298700,1238900,2025-08-12,2,515800,17400
PERF-001358,PRJ-058,2024-06-30,25106000,22839600,24876000,51.3,34298700,1477200,2025-08-15,1,515800,17400
PERF-001359,PRJ-058,2024-07-31,27586200,25193500,26952500,56.6,39895600,1477200,2025-08-19,2,515800,17400
PERF-001360,PRJ-058,2024-08-31,30005300,27518100,29758300,61.8,39895600,1667100,2025-08-22,1,515800,17400
PERF-001361,PRJ-058,2024-09-30,32261300,29717600,31606200,66.7,41306600,1725200,2025-08-26,2,515800,17400
PERF-001362,PRJ-058,2024-10-31,34476700,31915600,35230400,71.7,43722900,1969700,2025-08-29,1,515800,17400
PERF-001363,PRJ-058,2024-11-30,36481700,33948400,37315400,76.2,43770200,1996000,2025-09-01,1,515800,17400
PERF-001364,PRJ-058,2024-12-31,38382300,35928400,39101800,80.7,49924500,1996000,2025-09-04,1,515800,17400
PERF-001365,PRJ-058,2025-01-31,40080400,37762600,40184400,84.8,49924500,2373500,2025-09-04,1,515800,179800
PERF-001366,PRJ-058,2025-02-28,41416200,39274300,42999800,88.2,50224300,2373500,2025-09-04,3,515800,179800
PERF-001367,PRJ-058,2025-03-31,42649600,40765800,43894000,91.5,50224300,2373500,2025-09-04,1,515800,179800
PERF-001368,PRJ-058,2025-04-30,43571500,42005300,46145600,94.3,50394300,2373500,2025-09-04,1,605200,179800
PERF-001369,PRJ-058,2025-05-31,44215400,43052600,47983700,96.7,51126900,2503700,2025-09-04,2,605200,840300
PERF-001370,PRJ-058,2025-06-30,44513000,43818000,47983700,98.4,51126900,2614000,2025-09-04,1,605200,840300
PERF-001371,PRJ-058,2025-07-31,44536700,44329600,49204800,99.5,51126900,2642900,2025-09-04,1,605200,840300
PERF-001372,PRJ-058,2025-08-31,44536700,44533900,49204800,100.0,51126900,2734500,2025-09-04,1,605200,840300
PERF-001373,PRJ-058,2025-09-30,44536700,44536700,49738600,100.0,51230800,2742700,2025-09-04,1,605200,840300
PERF-001374,PRJ-059,2024-10-31,42500,42800,43700,0.1,8698200,223500,2027-07-11,2,0,0
PERF-001375,PRJ-059,2024-11-30,260300,262300,264700,0.7,8698200,223500,2027-07-11,2,0,0
PERF-001376,PRJ-059,2024-12-31,668500,673700,693800,1.9,9253100,223500,2027-07-11,2,0,0
PERF-001377,PRJ-059,2025-01-31,1250300,1259900,1313600,3.5,11788800,234900,2027-07-11,2,0,0
PERF-001378,PRJ-059,2025-02-28,1914300,1928800,2009000,5.3,11788800,234900,2027-07-11,1,0,0
PERF-001379,PRJ-059,2025-03-31,2791000,2812000,2943600,7.8,11788800,280800,2027-07-11,2,0,394600
PERF-001380,PRJ-059,2025-04-30,3769500,3797400,3847100,10.5,11788800,334900,2027-07-10,3,0,394600
PERF-001381,PRJ-059,2025-05-31,4902400,4938100,5056500,13.7,11788800,520400,2027-07-10,2,0,394600
PERF-001382,PRJ-059,2025-06-30,6104800,6148600,6211200,17.0,12822900,590500,2027-07-10,1,0,394600
PERF-001383,PRJ-059,2025-07-31,7444500,7496900,7790800,20.8,17185400,590500,2027-07-10,1,59900,394600
PERF-001384,PRJ-059,2025-08-31,8870200,8931500,9262700,24.7,19186300,727300,2027-07-10,5,59900,394600
PERF-001385,PRJ-059,2025-09-30,10319700,10389700,10696400,28.8,19186300,727300,2027-07-10,3,59900,450100
PERF-001386,PRJ-059,2025-10-31,11877400,11956200,12298500,33.1,20645100,727300,2027-07-09,3,59900,450100
PERF-001387,PRJ-059,2025-11-30,13430700,13517800,13938200,37.4,20645100,764400,2027-07-09,3,197400,450100
PERF-001388,PRJ-059,2025-12-31,15070800,15166100,15685100,42.0,25634000,789200,2027-07-09,7,197400,450100
PERF-001389,PRJ-060,2023-02-28,195200,140800,153300,0.7,5180200,100700,2024-02-10,0,0,0
PERF-001390,PRJ-060,2023-03-31,1126400,820800,901000,4.0,5180200,142000,2024-02-10,1,0,0
PERF-001391,PRJ-060,2023-04-30,2631400,1938100,2135500,9.5,5180200,171400,2024-02-15,1,0,0
PERF-001392,PRJ-060,2023-05-31,4664300,3478400,3815600,17.0,9563000,308000,2024-02-21,2,0,0
PERF-001393,PRJ-060,2023-06-30,6953900,5257300,5824900,25.7,10409000,462800,2024-02-28,2,15500,0
PERF-001394,PRJ-060,2023-07-31,9506700,7304500,8066200,35.7,12551500,524900,2024-03-07,1,15500,0
PERF-001395,PRJ-060,2023-08-31,12100700,9473800,10607100,46.3,13676700,657100,2024-03-16,2,15500,0
PERF-001396,PRJ-060,2023-09-30,14508600,11603600,13597500,56.8,17541500,815300,2024-03-25,1,15500,0
PERF-001397,PRJ-060,2023-10-31,16744900,13746900,15578400,67.3,20974700,941800,2024-04-02,1,15500,0
PERF-001398,PRJ-060,2023-11-30,18525200,15680500,17760400,76.7,21874500,1134500,2024-04-10,1,15500,0
PERF-001399,PRJ-060,2023-12-31,19821900,17444300,19772800,85.3,23863900,1134500,2024-04-13,1,15500,0
PERF-001400,PRJ-060,2024-01-31,20418100,18879900,21582300,92.4,24067200,1250700,2024-04-13,1,15500,0
PERF-001401,PRJ-060,2024-02-29,20440400,19844800,22347700,97.1,24067200,1312500,2024-04-13,2,15500,0
PERF-001402,PRJ-060,2024-03-31,20440400,20385700,23572900,99.7,24345200,1372400,2024-04-13,2,15500,320900
PERF-001403,PRJ-060,2024-04-30,20440400,20440400,24131000,100.0,24854900,1469000,2024-04-13,3,15500,320900
PERF-001404,PRJ-061,2023-04-30,247000,197400,211300,0.4,7284500,136500,2024-04-17,2,0,0
PERF-001405,PRJ-061,2023-05-31,2188300,1760900,1861400,3.5,8368200,136500,2024-04-17,2,0,0
PERF-001406,PRJ-061,2023-06-30,5617100,4553300,4771000,9.0,12885300,374100,2024-04-20,1,0,0
PERF-001407,PRJ-061,2023-07-31,10404200,8506400,9105000,16.9,18746200,521700,2024-04-24,2,0,0
PERF-001408,PRJ-061,2023-08-31,16092400,13285800,14090700,26.4,23906500,713400,2024-04-29,1,0,426300
PERF-001409,PRJ-061,2023-09-30,22108800,18451800,20072900,36.6,33011000,1049600,2024-05-05,3,0,426300
PERF-001410,PRJ-061,2023-10-31,28496700,24094200,26540300,47.8,33383000,1090700,2024-05-11,2,0,426300
PERF-001411,PRJ-061,2023-11-30,34501800,29605400,32846600,58.7,46476200,1349000,2024-05-17,3,0,1084500
PERF-001412,PRJ-061,2023-12-31,40166600,35098400,39844800,69.6,47976200,1547600,2024-05-23,3,0,1084500
PERF-001413,PRJ-061,2024-01-31,44918600,40127600,44349000,79.6,57373500,1814600,2024-05-29,4,0,1084500
PERF-001414,PRJ-061,2024-02-29,48212100,44180900,50529100,87.7,59371500,1910200,2024-05-29,2,94100,1327000
PERF-001415,PRJ-061,2024-03-31,50153400,47569700,56274700,94.4,61412100,2184700,2024-05-29,3,94100,1327000
